cell_id,nearest_bravo_km,bravo_count_1_5km,nearest_competitor_km,competitor_count_1_5km,nearest_transit_km,transit_count_1km,coverage_gap_score,coverage_gap_rank,centre_latitude,centre_longitude,district,population_2026,density_per_sq_km,has_bravo_1km,log_population_density,log_competitor_count,nearest_competitor_km_capped,log_transit_count,nearest_transit_km_capped,context_fit_score,eligible_gap,expansion_screen_score,robust_top15_hits,average_sensitivity_rank,screen_score_coverage_40,screen_score_coverage_50,screen_score_coverage_60,rank_coverage_40,rank_coverage_50,rank_coverage_60
10,2.187647445838767,0,0.9188396779174297,12,0.9966135209118305,1,0.6793327824872084,20,40.32474333439597,49.79347885819954,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.5649493574615367,0.9188396779174297,0.6931471805599453,0.9966135209118305,0.10355403399089082,True,0.26523131423119484,0.0,21.666666666666668,0.21975220532263706,0.26523131423119484,0.32012261240119705,21.0,22.0,22.0
11,2.1722556044998176,0,0.5380180644799349,23,1.2705899875469195,0,0.6766396729364521,21,40.333750621192976,49.79331843065448,Sabail,102100.0,3403.333333333333,0,8.132804408909989,3.1780538303479458,0.5380180644799349,0.0,1.2705899875469195,0.2083205018616539,True,0.37544362592222424,3.0,14.0,0.333719966285781,0.37544362592222424,0.422383826219489,14.0,14.0,14.0
12,2.3925983375453534,0,1.0305405256897837,21,1.692475497195991,0,0.7151930276480194,15,40.34275789338967,49.793157930729095,Sabail,102100.0,3403.333333333333,0,8.132804408909989,3.091042453358316,1.0305405256897837,0.0,1.692475497195991,0.08938442615362953,True,0.25283812680328716,0.0,23.333333333333332,0.20536499671186192,0.25283812680328716,0.3112853669756014,23.0,23.0,24.0
13,0.7559223737234716,2,0.5646878016972343,12,1.7247927788618604,0,0.39132393297004225,86,40.369779622367965,49.79267599630369,Yasamal,194700.0,9735.0,1,9.183585634667363,2.5649493574615367,0.5646878016972343,0.0,1.7247927788618604,0.269524584576444,False,,,,,,,,,
14,0.2783495738011311,6,0.5994404859767564,37,1.416755714330534,0,0.23276304897121602,129,40.37878683615343,49.79251520648956,Yasamal,194700.0,9735.0,1,9.183585634667363,3.6375861597263857,0.5994404859767564,0.0,1.416755714330534,0.5709510557841395,False,,,,,,,,,
15,0.38764168365841517,9,0.22746174361232882,48,0.8612839468590181,5,0.1956358828412701,142,40.38779403533359,49.792354344111246,Yasamal,194700.0,9735.0,1,9.183585634667363,3.8918202981106265,0.22746174361232882,1.791759469228055,0.8612839468590181,0.941635755451141,False,,,,,,,,,
16,0.25387394864414825,6,0.1616821941889849,36,1.0367011010220857,0,0.22848055031368367,131,40.39680121990746,49.792193409131876,Yasamal,194700.0,9735.0,1,9.183585634667363,3.6109179126442243,0.1616821941889849,0.0,1.0367011010220857,0.7376565709153615,False,,,,,,,,,
17,2.770712115773678,0,0.7114285274710275,10,2.91288329112319,0,0.7813515726196609,11,40.306850800825195,49.805564872215875,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.3978952727983707,0.7114285274710275,0.0,2.91288329112319,0.06359868852459442,True,0.22291912276706954,0.0,27.0,0.17346325529112433,0.22291912276706954,0.2864752838394501,27.0,27.0,27.0
18,1.8999312336216376,0,0.8744837120314095,9,2.301191598020773,0,0.628991094188447,28,40.31585815547658,49.80540615182287,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.302585092994046,0.8744837120314095,0.0,2.301191598020773,0.04488068155501631,True,0.16801651406695997,0.0,34.0,0.12903082218961423,0.16801651406695997,0.21878143935042804,34.0,34.0,34.0
19,1.2420272768691616,1,0.08919435431720736,19,1.9874940582340312,0,0.49512767855526585,56,40.32486549553982,49.80524735982742,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.995732273553991,0.08919435431720736,0.0,1.9874940582340312,0.30594362929392677,False,,,,,,,,,
20,1.21471182610651,1,0.2548817301213278,31,2.1380582400640504,0,0.4903482957827865,59,40.33387282101393,49.805088496193214,Sabail,102100.0,3403.333333333333,0,8.132804408909989,3.4657359027997265,0.2548817301213278,0.0,2.1380582400640504,0.36961975429222715,False,,,,,,,,,
21,1.659442490950419,0,0.3070726140949468,27,2.647215029070141,0,0.5869127933877292,40,40.34288013189788,49.804929560883906,Sabail,102100.0,3403.333333333333,0,8.132804408909989,3.332204510175204,0.3070726140949468,0.0,2.647215029070141,0.30639687607707344,True,0.42406160687295086,3.0,9.0,0.39737453282329904,0.42406160687295086,0.4525409445492408,8.0,9.0,10.0
22,1.0408409148059636,1,0.22537275106105123,20,2.1454411519685292,0,0.45992611291911056,66,40.351887428190715,49.80477055386315,Sabail,102100.0,3403.333333333333,0,8.132804408909989,3.044522437723423,0.22537275106105123,0.0,2.1454411519685292,0.2681715990654477,False,,,,,,,,,
23,1.1886758343200632,1,0.7846949312956674,25,1.6904058191807259,0,0.48579277987020636,61,40.36089470989139,49.804611475094546,Yasamal,194700.0,9735.0,0,9.183585634667363,3.258096538021482,0.7846949312956674,0.0,1.6904058191807259,0.37280253758940995,False,,,,,,,,,
24,0.9238024338552117,5,0.4503801354984611,56,0.8477661323964563,4,0.364447896966035,93,40.36990197699894,49.80445232454169,Yasamal,194700.0,9735.0,1,9.183585634667363,4.04305126783455,0.4503801354984611,1.6094379124341003,0.8477661323964563,0.9189546438279311,False,,,,,,,,,
25,0.08676364344367184,9,0.03230525184678683,64,0.7542184092160004,4,0.14299127029158826,155,40.37890922951236,49.80429310216813,Yasamal,194700.0,9735.0,1,9.183585634667363,4.174387269895637,0.03230525184678683,1.6094379124341003,0.7542184092160004,0.9651810656612186,False,,,,,,,,,
26,0.2600393409089019,12,0.10781044645969161,70,0.15158524904504186,5,0.11705930862639768,160,40.38791646743066,49.80413380793739,Yasamal,194700.0,9735.0,1,9.183585634667363,4.2626798770413155,0.10781044645969161,1.791759469228055,0.15158524904504186,0.970275177216727,False,,,,,,,,,
27,0.29251664058963667,9,0.29889197181102556,54,0.6249023787483277,12,0.17899185979275034,146,40.39692369075284,49.80397444181299,Yasamal,194700.0,9735.0,1,9.183585634667363,4.007333185232471,0.29889197181102556,2.5649493574615367,0.6249023787483277,0.9695753094022582,False,,,,,,,,,
28,0.32224531618409025,7,0.12179872583353826,49,0.3073370811884673,15,0.22169348436850259,134,40.40593089947791,49.80381500375839,Yasamal,194700.0,9735.0,1,9.183585634667363,3.912023005428146,0.12179872583353826,2.772588722239781,0.3073370811884673,0.979017407859535,False,,,,,,,,,
29,0.22214454672071107,7,0.1436624075350894,44,0.8716581915232597,8,0.20417885877281783,137,40.414938093604896,49.80365549373705,Binagadi,309200.0,2378.461538461538,1,7.774629496724517,3.8066624897703196,0.1436624075350894,2.1972245773362196,0.8716581915232597,0.8314969440963419,False,,,,,,,,,
30,2.5364692069286376,0,0.23838097195342992,10,3.678743236497139,0,0.740366104986808,14,40.30697168846114,49.81733031970247,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.3978952727983707,0.23838097195342992,0.0,3.678743236497139,0.12914190444333543,True,0.3092123684190055,0.0,17.0,0.25966829308207773,0.3092123684190055,0.3682093321769902,17.0,17.0,17.0
31,1.5383657242974378,0,0.49321275425647904,16,3.207158609513517,0,0.5657279988288935,45,40.31597908139071,49.817173161847215,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.833213344056216,0.49321275425647904,0.0,3.207158609513517,0.14335883321614473,True,0.2847843145782693,0.0,19.333333333333332,0.24825485119728374,0.2847843145782693,0.32668890633425823,19.0,19.0,20.0
32,0.5472313639487117,1,0.15791068592577306,16,2.984464232147352,0,0.37355927957641866,90,40.32498645974217,49.817015933094055,Sabail,102100.0,3403.333333333333,1,8.132804408909989,2.833213344056216,0.15791068592577306,0.0,2.984464232147352,0.23270950400022938,False,,,,,,,,,
33,0.48203239485034055,1,0.3797426944891622,31,2.8957192030876495,0,0.3621514198855862,95,40.33399382351456,49.81685863340703,Sabail,102100.0,3403.333333333333,1,8.132804408909989,3.4657359027997265,0.3797426944891622,0.0,2.8957192030876495,0.31185012666828515,False,,,,,,,,,
34,1.3352797297640207,2,0.5354767818602273,29,1.9921992260619235,0,0.49269405461399546,57,40.34300117270685,49.816701262750165,Sabail,102100.0,3403.333333333333,0,8.132804408909989,3.4011973816621555,0.5354767818602273,0.0,1.9921992260619235,0.2509753615145366,False,,,,,,,,,
35,0.3355180857734184,2,0.22120186482627702,18,1.24600393639542,0,0.3177658200630341,105,40.35200850731809,49.816543821087464,Sabail,102100.0,3403.333333333333,1,8.132804408909989,2.9444389791664403,0.22120186482627702,0.0,1.24600393639542,0.25499009090642655,False,,,,,,,,,
36,0.6649607620329504,3,0.22372099716552324,37,1.0659239478987406,0,0.35665838525866944,96,40.361015827347224,49.81638630838289,Sabail,102100.0,3403.333333333333,1,8.132804408909989,3.6375861597263857,0.22372099716552324,0.0,1.0659239478987406,0.4477886825527983,False,,,,,,,,,
37,0.8621688934699491,7,0.169053493937629,74,0.5728546802041338,6,0.31616388012209545,106,40.37002313279333,49.81622872460038,Yasamal,194700.0,9735.0,1,9.183585634667363,4.31748811353631,0.169053493937629,1.9459101490553132,0.5728546802041338,0.9721801932219715,False,,,,,,,,,
38,0.14135319765249038,9,0.06987779825005296,102,0.430437282955949,6,0.15254280129907546,151,40.37903042365538,49.81607106970386,Yasamal,194700.0,9735.0,1,9.183585634667363,4.634728988229636,0.06987779825005296,1.9459101490553132,0.430437282955949,0.9841112857118837,False,,,,,,,,,
39,0.4919031204076055,12,0.08179502858803112,85,1.091853739657366,0,0.1576285001410132,150,40.388037699932376,49.81591334365721,Yasamal,194700.0,9735.0,1,9.183585634667363,4.454347296253507,0.08179502858803112,0.0,1.091853739657366,0.9013949642838562,False,,,,,,,,,
40,0.6356762834403604,7,0.0520872646271539,44,0.670330543241248,12,0.2765344818055426,122,40.39704496162337,49.81575554642429,Nasimi,219700.0,21970.0,1,9.99747868095637,3.8066624897703196,0.0520872646271539,2.5649493574615367,0.670330543241248,0.9894788098206726,False,,,,,,,,,
41,0.6267841079601008,7,0.18442362488267083,60,0.15966750980785538,28,0.2749786183980705,123,40.40605220872735,49.815597677968945,Nasimi,219700.0,21970.0,1,9.99747868095637,4.110873864173311,0.18442362488267083,3.367295829986474,0.15966750980785538,0.9954642888358958,False,,,,,,,,,
42,0.3185505585349428,8,0.0960467788587132,53,0.3338147821375072,13,0.20229701284547116,139,40.415059441243336,49.81543973825497,Nasimi,219700.0,21970.0,1,9.99747868095637,3.9889840465642745,0.0960467788587132,2.6390573296152584,0.3338147821375072,0.9916174572682008,False,,,,,,,,,
43,0.539896787644644,5,0.1910108754590525,35,0.2468176169688228,1,0.29727594920286216,112,40.42406665917035,49.81528172724615,Binagadi,309200.0,2378.461538461538,1,7.774629496724517,3.58351893845611,0.1910108754590525,0.6931471805599453,0.2468176169688228,0.5021416822299896,False,,,,,,,,,
44,1.7673142083102604,0,0.40934890233799553,12,4.152440302765108,0,0.605787101268173,33,40.31609881072091,49.82894024276947,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.5649493574615367,0.40934890233799553,0.0,4.152440302765108,0.11665778054505895,True,0.2658378805151176,0.0,21.333333333333332,0.22546349479229028,0.2658378805151176,0.31344222168593155,20.0,21.0,23.0
45,1.027760952211802,1,0.6338662305363036,8,3.708251572222717,0,0.4576375126528947,67,40.32510622698187,49.82878457729454,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.1972245773362196,0.6338662305363036,0.0,3.708251572222717,0.05491152033892461,False,,,,,,,,,
46,0.9945781210580178,2,0.5102624932195687,17,2.708283178709975,0,0.4330815146872549,70,40.33411362867369,49.828628841590685,Sabail,102100.0,3403.333333333333,1,8.132804408909989,2.8903717578961645,0.5102624932195687,0.0,2.708283178709975,0.15189391784159653,False,,,,,,,,,
47,0.9035440929754077,2,0.33406290303531166,19,1.7083517873302791,0,0.4171532962841259,78,40.343121015795404,49.82847303562227,Sabail,102100.0,3403.333333333333,1,8.132804408909989,2.995732273553991,0.33406290303531166,0.0,1.7083517873302791,0.22623991305849184,False,,,,,,,,,
48,0.408169113188966,4,0.4505928039111098,28,0.708614057485254,3,0.292977565948171,114,40.35212838834599,49.82831715935365,Sabail,102100.0,3403.333333333333,1,8.132804408909989,3.367295829986474,0.4505928039111098,1.3862943611198906,0.708614057485254,0.5609802974138463,False,,,,,,,,,
49,0.8169083938829562,7,0.10905631855697956,44,0.29291967441069927,7,0.308244653239131,109,40.36113574632447,49.82816121274915,Sabail,102100.0,3403.333333333333,1,8.132804408909989,3.8066624897703196,0.10905631855697956,2.0794415416798357,0.29291967441069927,0.8793590559778702,False,,,,,,,,,
50,0.21199179303320534,10,0.2292378076446705,96,0.5579129960643153,4,0.14615243207245238,154,40.370143089729886,49.82800519577308,Yasamal,194700.0,9735.0,1,9.183585634667363,4.574710978503383,0.2292378076446705,1.6094379124341003,0.5579129960643153,0.9702754063379762,False,,,,,,,,,
51,0.4651894229677,13,0.11406597892499107,106,0.1824348714926189,2,0.1342044061111215,156,40.379150418561224,49.827849108389714,Yasamal,194700.0,9735.0,1,9.183585634667363,4.672828834461906,0.11406597892499107,1.0986122886681098,0.1824348714926189,0.9676511721572953,False,,,,,,,,,
52,0.3383648976776218,11,0.08878402402371212,92,0.3768148222703954,2,0.14951392657021437,152,40.38815773281751,49.82769295056328,Nasimi,219700.0,21970.0,1,9.99747868095637,4.532599493153256,0.08878402402371212,1.0986122886681098,0.3768148222703954,0.9846671220058792,False,,,,,,,,,
53,0.22662349894965816,10,0.021302633603308866,64,0.3863965604204416,9,0.1487125407741801,153,40.39716503249778,49.82753672225802,Nasimi,219700.0,21970.0,1,9.99747868095637,4.174387269895637,0.021302633603308866,2.302585092994046,0.3863965604204416,0.9922093331249203,False,,,,,,,,,
54,0.8879704604385299,9,0.44467269646140256,58,0.6983128287822215,8,0.2831783787384323,120,40.40617231760103,49.82738042343811,Narimanov,181500.0,9075.0,1,9.113388845899733,4.07753744390572,0.44467269646140256,2.1972245773362196,0.6983128287822215,0.9480648641210923,False,,,,,,,,,
55,1.9527219423393216,0,1.3005190043633539,1,3.8341541173830094,0,0.6382278813088431,26,40.32522479723794,49.840553291723964,Sabail,102100.0,3403.333333333333,0,8.132804408909989,0.6931471805599453,1.3005190043633539,0.0,3.8341541173830094,0.002812265919682646,True,0.042365865028299844,0.0,43.0,0.024627716148644205,0.042365865028299844,0.0728799418006501,43.0,43.0,43.0
56,1.1564028307171121,1,0.7572134278551368,13,2.878264381365311,0,0.48014597437626194,63,40.334232236470356,49.84039912003889,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.6390573296152584,0.7572134278551368,0.0,2.878264381365311,0.0780683993930644,False,,,,,,,,,
57,0.18654030081676728,2,0.11393985071334621,19,1.9667419511027349,0,0.2916991860143841,116,40.34323966114251,49.840244878794564,Sabail,102100.0,3403.333333333333,1,8.132804408909989,2.995732273553991,0.11393985071334621,0.0,1.9667419511027349,0.2971226168858802,False,,,,,,,,,
58,0.28029858176767003,12,0.05705973407522659,73,0.41182599267500614,10,0.12060406677757188,159,40.37026184778758,49.839781737353086,Sabail,102100.0,3403.333333333333,1,8.132804408909989,4.30406509320417,0.05705973407522659,2.3978952727983707,0.41182599267500614,0.9504019628670352,False,,,,,,,,,
59,0.22946612392797122,16,0.16258739998706964,107,0.7197923271595114,26,0.036709914695189874,167,40.379269214208875,49.83962721751862,Nasimi,219700.0,21970.0,1,9.99747868095637,4.68213122712422,0.16258739998706964,3.295836866004329,0.7197923271595114,0.997637389123281,False,,,,,,,,,
60,0.27349419589440815,15,0.1885994381064248,98,0.6236052857291308,2,0.06316350379171644,166,40.388276566065,49.83947262794819,Nasimi,219700.0,21970.0,1,9.99747868095637,4.59511985013459,0.1885994381064248,1.0986122886681098,0.6236052857291308,0.9829253163228856,False,,,,,,,,,
61,0.12204621271833882,12,0.08222006528814332,66,0.9970683592183877,3,0.09291465930959854,163,40.397283903355,49.83931796860639,Narimanov,181500.0,9075.0,1,9.113388845899733,4.204692619390966,0.08222006528814332,1.3862943611198906,0.9970683592183877,0.9523261714791404,False,,,,,,,,,
62,0.5245286122758573,12,0.2921513499980173,59,1.163435810227967,0,0.16333698048547787,147,40.40629122607789,49.839163239457754,Narimanov,181500.0,9075.0,1,9.113388845899733,4.0943445622221,0.2921513499980173,0.0,1.163435810227967,0.7892219290784143,False,,,,,,,,,
63,0.13328928090933082,7,0.08516267844022138,42,1.1181698120261347,0,0.1886318582728794,144,40.41529853423268,49.83900844046683,Binagadi,309200.0,2378.461538461538,1,7.774629496724517,3.7612001156935624,0.08516267844022138,0.0,1.1181698120261347,0.44606851573100526,False,,,,,,,,,
64,0.37643076293116184,8,0.12110099966507343,39,0.19840531253833332,7,0.21242430871778067,135,40.42430582781844,49.838853571598094,Binagadi,309200.0,2378.461538461538,1,7.774629496724517,3.6888794541139363,0.12110099966507343,2.0794415416798357,0.19840531253833332,0.8064398070141341,False,,,,,,,,,
65,1.1194653365365395,1,1.0844244679734714,12,2.4687341432481293,0,0.47368302324727796,65,40.34335710872743,49.8520167915614,Sabail,102100.0,3403.333333333333,0,8.132804408909989,2.5649493574615367,1.0844244679734714,0.0,2.4687341432481293,0.04281374284058729,False,,,,,,,,,
66,0.5232307432064485,8,0.13405917653042349,43,0.5532592910482578,8,0.23810989241268105,127,40.37037940694563,49.851558348633645,Sabail,102100.0,3403.333333333333,1,8.132804408909989,3.784189633918261,0.13405917653042349,2.1972245773362196,0.5532592910482578,0.8808037184050213,False,,,,,,,,,
67,0.4141332658406345,14,0.1922770602223506,75,0.15766253699993188,21,0.10652111337792078,162,40.379386810577515,49.85140539638347,Nasimi,219700.0,21970.0,1,9.99747868095637,4.330733340286331,0.1922770602223506,3.091042453358316,0.15766253699993188,0.9955819730909191,False,,,,,,,,,
68,0.31780214875791263,14,0.12507769882874414,69,0.7300293192676292,17,0.08966606363192262,164,40.38839419965403,49.85125237510447,Narimanov,181500.0,9075.0,1,9.113388845899733,4.248495242049359,0.12507769882874414,2.8903717578961645,0.7300293192676292,0.9859578924460085,False,,,,,,,,,
69,0.3262644236878389,15,0.24745787445372483,61,0.228821299470737,9,0.0723967073660313,165,40.39740157417421,49.851099284761574,Narimanov,181500.0,9075.0,1,9.113388845899733,4.127134385045092,0.24745787445372483,2.302585092994046,0.228821299470737,0.9683891563809354,False,,,,,,,,,
70,0.3631282628380759,13,0.22397504955800882,53,0.5764138949756662,9,0.11634677107879979,161,40.40640893413707,49.850946125319695,Narimanov,181500.0,9075.0,1,9.113388845899733,3.9889840465642745,0.22397504955800882,2.302585092994046,0.5764138949756662,0.9635055597223653,False,,,,,,,,,
71,0.5941769921100782,8,0.3378375554855173,42,1.2893341857990543,0,0.25052335330440706,126,40.41541627954167,49.85079289674371,Binagadi,309200.0,2378.461538461538,1,7.774629496724517,3.7612001156935624,0.3378375554855173,0.0,1.2893341857990543,0.3396580445515636,False,,,,,,,,,
72,0.5629801104086424,6,0.2939009393884388,41,0.6639458024648134,12,0.2825648367946672,121,40.424423610386995,49.8506395989985,Binagadi,309200.0,2378.461538461538,1,7.774629496724517,3.7376696182833684,0.2939009393884388,2.5649493574615367,0.6639458024648134,0.8277570647096127,False,,,,,,,,,
73,0.3074961416619049,10,0.12517006791099178,48,0.35379294854704635,6,0.1628628221919147,149,40.37950320764653,49.86318364427716,Khatai,277800.0,9260.0,1,9.13356731317027,3.8918202981106265,0.12517006791099178,1.9459101490553132,0.35379294854704635,0.955203470257585,False,,,,,,,,,
74,0.41721921006729984,11,0.31154391382725116,55,0.6699620780922432,4,0.16331106085313954,148,40.38851063356395,49.86303219132464,Nasimi,219700.0,21970.0,1,9.99747868095637,4.02535169073515,0.31154391382725116,1.6094379124341003,0.6699620780922432,0.9723765422701279,False,,,,,,,,,
75,0.07091799405947315,10,0.25716054455968296,56,0.7540910670186735,9,0.12146875797452494,158,40.39751804493475,49.862880670015734,Narimanov,181500.0,9075.0,1,9.113388845899733,4.04305126783455,0.25716054455968296,2.302585092994046,0.7540910670186735,0.963493853500182,False,,,,,,,,,
76,0.41465544265059023,9,0.32234416750806366,49,0.6951276457141182,8,0.20036247862286496,140,40.406525441757935,49.862729080315724,Narimanov,181500.0,9075.0,1,9.113388845899733,3.912023005428146,0.32234416750806366,2.1972245773362196,0.6951276457141182,0.9484588288229397,False,,,,,,,,,
77,0.4045894259923705,6,0.48013372474975086,23,1.000691571955754,0,0.2548512282952824,125,40.415532824032546,49.86257742218984,Narimanov,181500.0,9075.0,1,9.113388845899733,3.1780538303479458,0.48013372474975086,0.0,1.000691571955754,0.46731508369459773,False,,,,,,,,,
78,1.0924340945356132,3,0.44809201035459323,17,0.03500786498964921,8,0.4314533684646963,72,40.42454019175762,49.8624256956033,Binagadi,309200.0,2378.461538461538,0,7.774629496724517,2.8903717578961645,0.44809201035459323,2.1972245773362196,0.03500786498964921,0.494733820864201,False,,,,,,,,,
79,1.1447141513292183,1,0.19362913786720054,13,0.4070865499276456,9,0.478100806848735,64,40.43354754493222,49.86227390052131,Binagadi,309200.0,2378.461538461538,0,7.774629496724517,2.6390573296152584,0.19362913786720054,2.302585092994046,0.4070865499276456,0.5445766798346156,False,,,,,,,,,
80,0.06851223435178078,6,0.1129239250423212,27,0.45930462088966056,4,0.19604782234356727,141,40.37961840539549,49.87496196049252,Khatai,277800.0,9260.0,1,9.13356731317027,3.332204510175204,0.1129239250423212,1.6094379124341003,0.45930462088966056,0.8909755864948475,False,,,,,,,,,
81,0.11432788857760189,10,0.12351854451487485,45,0.22130446752543656,4,0.12906418460020483,157,40.38862586777437,49.87481207590119,Khatai,277800.0,9260.0,1,9.13356731317027,3.828641396489095,0.12351854451487485,1.6094379124341003,0.22130446752543656,0.937561298620628,False,,,,,,,,,
82,0.4643895416660585,8,0.16794995311744426,51,0.6375979902771456,9,0.22781445092801605,132,40.397633315616226,49.87466212366102,Narimanov,181500.0,9075.0,1,9.113388845899733,3.9512437185814275,0.16794995311744426,2.302585092994046,0.6375979902771456,0.9651358487948484,False,,,,,,,,,
83,0.1421668860542923,7,0.1635713799484219,42,0.4616704261848126,12,0.1901851723096632,143,40.40664074892003,49.874512103737615,Narimanov,181500.0,9075.0,1,9.113388845899733,3.7612001156935624,0.1635713799484219,2.5649493574615367,0.4616704261848126,0.9652137994965266,False,,,,,,,,,
84,0.5736579428382581,4,0.5752020113418841,21,0.3294649786649356,4,0.32193313649087085,104,40.4156481676849,49.874362016096605,Narimanov,181500.0,9075.0,1,9.113388845899733,3.091042453358316,0.5752020113418841,1.6094379124341003,0.3294649786649356,0.7278531118290575,False,,,,,,,,,
85,1.5165992267522599,0,1.4480785087496124,1,0.9059189925624627,3,0.5619195160662045,47,40.42465557190984,49.87421186070356,Narimanov,181500.0,9075.0,0,9.113388845899733,0.6931471805599453,1.4480785087496124,1.3862943611198906,0.9059189925624627,0.0237298857016152,True,0.11547417845457035,0.0,36.0,0.08414862698358777,0.11547417845457035,0.15846112251312977,35.0,36.0,37.0
86,2.103332050643417,0,1.186992864113962,2,1.2115196199499039,0,0.664580122875146,22,40.4336629615939,49.87406163752402,Narimanov,181500.0,9075.0,0,9.113388845899733,1.0986122886681098,1.186992864113962,0.0,1.2115196199499039,0.01903336205899229,True,0.11246863605420064,0.0,36.666666666666664,0.07883666504995819,0.11246863605420064,0.1604481124090744,37.0,37.0,36.0
